Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str
Alouette Spirit,1,3,Firm,ADM,Apr,7.01,7.01,2024-04-07 19:12:46.403,2024-04-14 19:25:07.937,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240407191246,20240414192507,20240407191246.20240414192507,20240407191246.20240414192507
Alouette Spirit,2,4,Firm,Alouette,Apr,10.34,10.34,2024-04-14 19:25:07.937,2024-04-25 03:30:36.774,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240414192507,20240425033036,20240414192507.20240425033036,20240414192507.20240425033036
Alouette Spirit,3,5,Firm,ADM,May,1.15,7.01,2024-04-25 03:30:36.774,2024-05-02 03:42:58.308,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240425033036,20240502034258,20240425033036.20240502034258,20240425033036.20240502034258
Alouette Spirit,4,6,Firm,Alouette,May,10.14,10.14,2024-05-02 03:42:58.308,2024-05-12 07:02:43.142,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240502034258,20240512070243,20240502034258.20240512070243,20240502034258.20240512070243
Alouette Spirit,5,7,Tentative,Sollio Split,May,9.07,9.07,2024-05-12 07:02:43.142,2024-05-21 08:40:25.280,2,2,"Sollio Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Calcium/Grain,6200.0,12200.0,"Alouette Spirit,Sollio Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Alouette Spirit,Sollio/Trillium,Grain/Calcium Split,COA,Windsor,Courtright,,Cornwall,SIllery,,,Windsor_Courtright_-Cornwall_SIllery__,Alouette Spirit*Sollio/Trillium*Grain/Calcium Split*Windsor_Courtright_-Cornwall_SIllery__,"Alouette Spirit,Sollio Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",23.68,0,0.9165,0,687.7,-343.85,42801.535874999994,25.63,0,0.9165,0,793.63,-385.18,,44256.788094749994,0.8,Litres-based & Tonnage-based,2.6,55000,Multiple,Multiple,,NO,312686.0,11181.3,0.0,301504.7,20240512070243,20240521084025,20240512070243.20240521084025,20240512070243.20240521084025
Alouette Spirit,6,8,Firm,Alouette,May,10.14,10.14,2024-05-21 08:40:25.280,2024-05-31 12:00:10.114,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240521084025,20240531120010,20240521084025.20240531120010,20240521084025.20240531120010
Alouette Spirit,7,9,Firm,ADM,Jun,6.4,6.9,2024-05-31 12:00:10.114,2024-06-07 09:33:01.130,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240531120010,20240607093301,20240531120010.20240607093301,20240531120010.20240607093301
Alouette Spirit,8,10,Firm,Alouette,Jun,10.14,10.14,2024-06-07 09:33:01.130,2024-06-17 12:52:45.964,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240607093301,20240617125245,20240607093301.20240617125245,20240607093301.20240617125245
Alouette Spirit,9,11,Tentative,ADM Split,Jun,9.07,9.07,2024-06-17 12:52:45.964,2024-06-26 14:30:28.102,2,2,"ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Calcium/Grain,6200.0,12200.0,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Alouette Spirit,ADM/Trillium,Grain/Calcium Split,COA,Windsor,Courtright,,Cornwall,SIllery,,,Windsor_Courtright_-Cornwall_SIllery__,Alouette Spirit*ADM/Trillium*Grain/Calcium Split*Windsor_Courtright_-Cornwall_SIllery__,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",24.740000000000002,0,0.9165,0,737.9,-624.38,39185,25.63,0,0.9165,0,793.63,-396.82,,40517.29,0.8,Litres-based & Tonnage-based,2.6,55000,Multiple,Multiple,,YES,312686.0,11181.3,0.0,301504.7,20240617125245,20240626143028,20240617125245.20240626143028,20240617125245.20240626143028
Alouette Spirit,10,12,Firm,Alouette,Jul,5.65,10.05,2024-06-26 14:30:28.102,2024-07-06 15:35:37.883,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240626143028,20240706153537,20240626143028.20240706153537,20240626143028.20240706153537
Alouette Spirit,11,13,Firm,ADM,Jul,6.71,6.71,2024-07-06 15:35:37.883,2024-07-13 08:42:38.035,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240706153537,20240713084238,20240706153537.20240713084238,20240706153537.20240713084238
Alouette Spirit,12,14,Firm,Alouette,Jul,9.81,9.81,2024-07-13 08:42:38.035,2024-07-23 04:06:09.532,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240713084238,20240723040609,20240713084238.20240723040609,20240713084238.20240723040609
Alouette Spirit,13,15,Tentative,Sollio,Jul,6.71,6.71,2024-07-23 04:06:09.532,2024-07-29 21:13:09.684,1,1,"Sollio,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",Alouette Spirit,Sollio,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*Sollio*Grain*Windsor__-Sillery___,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-368.95,27651.53,21.93,0,0,0,770.37,-385.18,,28591.68202,0.725,Tonnage-based,3.1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Windsor,,YES,135966.0,0.0,0.0,135966.0,20240723040609,20240729211309,20240723040609.20240729211309,20240723040609.20240729211309
Alouette Spirit,14,16,Firm,Alouette,Aug,7.69,9.81,2024-07-29 21:13:09.684,2024-08-08 16:36:41.181,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240729211309,20240808163641,20240729211309.20240808163641,20240729211309.20240808163641
Alouette Spirit,15,17,Tentative,Sollio,Aug,6.96,6.96,2024-08-08 16:36:41.181,2024-08-15 15:43:41.333,1,1,"Sollio,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",Alouette Spirit,Sollio,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*Sollio*Grain*Windsor__-Sillery___,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-368.95,27651.53,21.93,0,0,0,770.37,-385.18,,28591.68202,0.725,Tonnage-based,3.1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Windsor,,YES,135966.0,0.0,0.0,135966.0,20240808163641,20240815154341,20240808163641.20240815154341,20240808163641.20240815154341
Alouette Spirit,16,18,Firm,Alouette,Aug,9.81,9.81,2024-08-15 15:43:41.333,2024-08-25 11:07:12.831,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240815154341,20240825110712,20240815154341.20240825110712,20240815154341.20240825110712
Alouette Spirit,17,19,Tentative,Sollio,Sep,0.18,6.71,2024-08-25 11:07:12.831,2024-09-01 04:14:12.982,1,1,"Sollio,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",Alouette Spirit,Sollio,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*Sollio*Grain*Windsor__-Sillery___,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-368.95,27651.53,21.93,0,0,0,770.37,-385.18,,28591.68202,0.725,Tonnage-based,3.1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Windsor,,YES,135966.0,0.0,0.0,135966.0,20240825110712,20240901041412,20240825110712.20240901041412,20240825110712.20240901041412
Alouette Spirit,18,20,Firm,Alouette,Sep,10.27,10.27,2024-09-01 04:14:12.982,2024-09-11 10:44:27.151,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240901041412,20240911104427,20240901041412.20240911104427,20240901041412.20240911104427
Alouette Spirit,19,21,Firm,ADM,Sep,6.97,6.97,2024-09-11 10:44:27.151,2024-09-18 10:03:38.513,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240911104427,20240918100338,20240911104427.20240918100338,20240911104427.20240918100338
Alouette Spirit,20,22,Firm,Alouette,Sep,10.27,10.27,2024-09-18 10:03:38.513,2024-09-28 16:33:52.681,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240918100338,20240928163352,20240918100338.20240928163352,20240918100338.20240928163352
Alouette Spirit,21,23,Firm,Arcelor/Pollard,Oct,6.2,8.5,2024-09-28 16:33:52.681,2024-10-07 04:40:51.885,2,2,"Arcelor/Pollard,Coke/Calcium,Detroit,Courtright,Hamilton,Cornwall",Coke/Calcium,6200.0,12200.0,"Alouette Spirit,Arcelor/Pollard,Coke/Calcium,Detroit,Courtright,Hamilton,Cornwall",Alouette Spirit,Arcelor/Pollard,Coke/Calcium Split,COA,Detroit,Courtright,,Hamilton,Cornwall,,,Detroit_Courtright_-Hamilton_Cornwall__,Alouette Spirit*Arcelor/Pollard*Coke/Calcium Split*Detroit_Courtright_-Hamilton_Cornwall__,"Alouette Spirit,Arcelor/Pollard,Coke/Calcium,Detroit,Courtright,Hamilton,Cornwall",24.509999999999998,0,1.1165,,900.05,-504,31926.354075,25.189999999999998,0,0.9165,0,767.4449999999999,-359,,33011.85011355,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,307318.0,11181.3,0.0,296136.7,20240928163352,20241007044051,20240928163352.20241007044051,20240928163352.20241007044051
Alouette Spirit,22,24,Firm,Alouette,Oct,11.72,11.72,2024-10-07 04:40:51.885,2024-10-18 22:00:13.196,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20241007044051,20241018220013,20241007044051.20241018220013,20241007044051.20241018220013
Alouette Spirit,23,25,Firm,ADM Split,Oct,9.2,9.2,2024-10-18 22:00:13.196,2024-10-28 02:47:08.995,2,2,"ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Calcium/Grain,6200.0,12200.0,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Alouette Spirit,ADM/Trillium,Grain/Calcium Split,COA,Windsor,Courtright,,Cornwall,SIllery,,,Windsor_Courtright_-Cornwall_SIllery__,Alouette Spirit*ADM/Trillium*Grain/Calcium Split*Windsor_Courtright_-Cornwall_SIllery__,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",24.740000000000002,0,0.9165,0,737.9,-624.38,39185,25.63,0,0.9165,0,793.63,-396.82,,40517.29,0.8,Litres-based & Tonnage-based,2.6,55000,Multiple,Multiple,,YES,312686.0,11181.3,0.0,301504.7,20241018220013,20241028024708,20241018220013.20241028024708,20241018220013.20241028024708
Alouette Spirit,24,26,Firm,Alouette,Oct,3.88,10.34,2024-10-28 02:47:08.995,2024-11-07 10:52:37.831,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20241028024708,20241107105237,20241028024708.20241107105237,20241028024708.20241107105237
Alouette Spirit,25,27,Firm,Arcelor,Nov,4.26,4.26,2024-11-07 10:52:37.831,2024-11-11 17:01:02.713,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,6250.0,6250.0,"Alouette Spirit,Arcelor,Coke,Detroit,Hamilton",Alouette Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Alouette Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Alouette Spirit,Arcelor,Coke,Detroit,Hamilton",20.35,,,,1007,-503.5,16066,21.06,0,0.2,0,718,-359,,16612.244,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,NO,131625.0,1250.0,0.0,130375.0,20241107105237,20241111170102,20241107105237.20241111170102,20241107105237.20241111170102
