Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,a_start_str,a_end_str,Timing,Timing_str
Alouette Spirit,1.0,2,COMPLETE,Alouette,Apr,8.31,9.97,2024-03-30 08:20:00.000,2024-04-09 07:30:00.000,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11493.63,11493.63,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415149.91559999995,29247.901971268733,0.0,385902.0136287312,20240330082000,20240409073000,20240330082000.20240409073000,20240330082000.20240409073000
Alouette Spirit,2.0,3,COMPLETE,ADM,Apr,6.55,6.55,2024-04-09 07:30:00.000,2024-04-15 20:45:00.000,1,1,"ADM,Grain,Windsor,Sillery",Grain,6469.12,6469.12,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,141867.8016,0.0,0.0,141867.8016,20240409073000,20240415204500,20240409073000.20240415204500,20240409073000.20240415204500
Alouette Spirit,3.0,4,COMPLETE,Alouette,Apr,8.87,8.87,2024-04-15 20:45:00.000,2024-04-24 17:40:00.000,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11493.99,11493.99,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415162.9188,29248.818065201605,0.0,385914.10073479835,20240415204500,20240424174000,20240415204500.20240424174000,20240415204500.20240424174000
Alouette Spirit,4.0,5,COMPLETE,ADM,Apr,5.41,5.41,2024-04-24 17:40:00.000,2024-04-30 03:25:00.000,1,1,"ADM,Grain,Toledo,Windsor",Grain,8064.64,8064.64,"Alouette Spirit,ADM,Grain,Toledo,Windsor",Alouette Spirit,ADM,Grain,COA,Toledo,,,Windsor,,,,Toledo__-Windsor___,Alouette Spirit*ADM*Grain*Toledo__-Windsor___,"Alouette Spirit,ADM,Grain,Toledo,Windsor",8.96,0,0,0,687.7,-343.85,1031.9505,9.45,0,0,0,720,-360,,1067.036817,0,,0,0,Simple - litres * price diff,There is no fuel surcharge,,YES,76210.848,0.0,0.0,76210.848,20240424174000,20240430032500,20240424174000.20240430032500,20240424174000.20240430032500
Alouette Spirit,5.0,6,COMPLETE,ADM Split,May,10.17,11.02,2024-04-30 03:25:00.000,2024-05-11 04:00:00.000,2,2,"ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Calcium/Grain,6356.06,12230.46,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Alouette Spirit,ADM/Trillium,Grain/Calcium Split,COA,Windsor,Courtright,,Cornwall,SIllery,,,Windsor_Courtright_-Cornwall_SIllery__,Alouette Spirit*ADM/Trillium*Grain/Calcium Split*Windsor_Courtright_-Cornwall_SIllery__,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",24.740000000000002,0,0.9165,0,737.9,-624.38,39185,25.63,0,0.9165,0,793.63,-396.82,,40517.29,0.8,Litres-based & Tonnage-based,2.6,55000,Multiple,Multiple,,YES,313466.6898,11209.216589999998,0.0,302257.47320999997,20240430032500,20240511040000,20240430032500.20240511040000,20240430032500.20240511040000
Alouette Spirit,6.0,7,COMPLETE,Alouette,May,10.49,10.49,2024-05-11 04:00:00.000,2024-05-21 15:40:00.000,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11494.32,11494.32,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415174.83839999995,29249.657817973402,0.0,385925.18058202654,20240511040000,20240521154000,20240511040000.20240521154000,20240511040000.20240521154000
Alouette Spirit,7.0,8,COMPLETE,Alouette,Jun,1.98,12.32,2024-05-21 15:40:00.000,2024-06-02 23:25:00.000,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11497.78,11497.78,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415299.8136,29258.462498550438,0.0,386041.3511014496,20240521154000,20240602232500,20240521154000.20240602232500,20240521154000.20240602232500
Alouette Spirit,8.0,9,COMPLETE,ADM,Jun,12.39,12.39,2024-06-02 23:25:00.000,2024-06-15 08:53:00.000,1,1,"ADM,Grain,Windsor,Sillery",Grain,6352.66,6352.66,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,139313.8338,0.0,0.0,139313.8338,20240602232500,20240615085300,20240602232500.20240615085300,20240602232500.20240615085300
Alouette Spirit,9.0,10,COMPLETE,Alouette,Jun,9.25,9.25,2024-06-15 08:53:00.000,2024-06-24 14:58:00.000,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11494.82,11494.82,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415192.89839999995,29250.930170657946,0.0,385941.968229342,20240615085300,20240624145800,20240615085300.20240624145800,20240615085300.20240624145800
Alouette Spirit,10.0,11,COMPLETE,ADM Split,Jul,3.79,10.16,2024-06-24 14:58:00.000,2024-07-04 18:55:00.000,2,2,"ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Calcium/Grain,6200.11,10778.3,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Alouette Spirit,ADM/Trillium,Grain/Calcium Split,COA,Windsor,Courtright,,Cornwall,SIllery,,,Windsor_Courtright_-Cornwall_SIllery__,Alouette Spirit*ADM/Trillium*Grain/Calcium Split*Windsor_Courtright_-Cornwall_SIllery__,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",24.740000000000002,0,0.9165,0,737.9,-624.38,39185,25.63,0,0.9165,0,793.63,-396.82,,40517.29,0.8,Litres-based & Tonnage-based,2.6,55000,Multiple,Multiple,,YES,276247.82899999997,9878.31195,0.0,266369.51704999997,20240624145800,20240704185500,20240624145800.20240704185500,20240624145800.20240704185500
Alouette Spirit,11.0,12,COMPLETE,Alouette,Jul,8.53,8.53,2024-07-04 18:55:00.000,2024-07-13 07:39:00.000,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,10495.78,10495.78,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,379107.5736,26708.66771872794,0.0,352398.90588127205,20240704185500,20240713073900,20240704185500.20240713073900,20240704185500.20240713073900
Alouette Spirit,12.0,13,CURRENT,ADM,Jul,8.81,8.81,2024-07-13 07:39:00.000,2024-07-22 03:00:00.000,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240713073900,20240722030000,20240713073900.20240722030000,20240713073900.20240722030000
Alouette Spirit,13.0,14,Firm,Alouette,Jul,9.3,9.3,2024-07-22 03:00:00.000,2024-07-31 10:05:07.317,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240722030000,20240731100507,20240722030000.20240731100507,20240722030000.20240731100507
Alouette Spirit,14.0,15,Firm,ADM,Aug,6.13,6.71,2024-07-31 10:05:07.317,2024-08-07 03:12:07.469,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240731100507,20240807031207,20240731100507.20240807031207,20240731100507.20240807031207
Alouette Spirit,15.0,16,Firm,Alouette,Aug,9.81,9.81,2024-08-07 03:12:07.469,2024-08-16 22:35:38.966,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20240807031207,20240816223538,20240807031207.20240816223538,20240807031207.20240816223538
Alouette Spirit,16.0,17,Tentative,Sollio,Aug,6.96,6.96,2024-08-16 22:35:38.966,2024-08-23 21:42:39.118,1,1,"Sollio,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",Alouette Spirit,Sollio,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*Sollio*Grain*Windsor__-Sillery___,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-368.95,27651.53,21.93,0,0,0,770.37,-385.18,,28591.68202,0.725,Tonnage-based,3.1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Windsor,,YES,135966.0,0.0,0.0,135966.0,20240816223538,20240823214239,20240816223538.20240823214239,20240816223538.20240823214239
Alouette Spirit,17.0,18,Firm,Alouette,Sep,1.71,9.81,2024-08-23 21:42:39.118,2024-09-02 17:01:55.354,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415379.99999999994,29264.111744469803,0.0,386115.88825553015,20240823214239,20240902170155,20240823214239.20240902170155,20240823214239.20240902170155
Alouette Spirit,18.0,19,Tentative,Sollio,Sep,6.97,6.97,2024-09-02 17:01:55.354,2024-09-09 16:21:06.716,1,1,"Sollio,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",Alouette Spirit,Sollio,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*Sollio*Grain*Windsor__-Sillery___,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-368.95,27651.53,21.93,0,0,0,770.37,-385.18,,28591.68202,0.725,Tonnage-based,3.1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Windsor,,YES,135966.0,0.0,0.0,135966.0,20240902170155,20240909162106,20240902170155.20240909162106,20240902170155.20240909162106
Alouette Spirit,19.0,20,Firm,Alouette,Sep,10.17,10.17,2024-09-09 16:21:06.716,2024-09-19 20:27:40.034,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11100.0,11100.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,400932.0,28246.22959683607,0.0,372685.7704031639,20240909162106,20240919202740,20240909162106.20240919202740,20240909162106.20240919202740
Alouette Spirit,20.0,21,Firm,ADM,Sep,6.97,6.97,2024-09-19 20:27:40.034,2024-09-26 19:46:51.396,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20240919202740,20240926194651,20240919202740.20240926194651,20240919202740.20240926194651
Alouette Spirit,21.0,22,Firm,Alouette,Oct,6.02,10.19,2024-09-26 19:46:51.396,2024-10-07 00:26:52.003,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11100.0,11100.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,390387.0,28246.22959683607,0.0,362140.7704031639,20240926194651,20241007002652,20240926194651.20241007002652,20240926194651.20241007002652
Alouette Spirit,22.0,23,Firm,Arcelor/Pollard,Oct,8.53,8.53,2024-10-07 00:26:52.003,2024-10-15 13:05:20.715,2,2,"Arcelor/Pollard,Coke/Calcium,Detroit,Courtright,Hamilton,Cornwall",Coke/Calcium,6200.0,12200.0,"Alouette Spirit,Arcelor/Pollard,Coke/Calcium,Detroit,Courtright,Hamilton,Cornwall",Alouette Spirit,Arcelor/Pollard,Coke/Calcium Split,COA,Detroit,Courtright,,Hamilton,Cornwall,,,Detroit_Courtright_-Hamilton_Cornwall__,Alouette Spirit*Arcelor/Pollard*Coke/Calcium Split*Detroit_Courtright_-Hamilton_Cornwall__,"Alouette Spirit,Arcelor/Pollard,Coke/Calcium,Detroit,Courtright,Hamilton,Cornwall",24.509999999999998,0,1.1165,,900.05,-504,31926.354075,25.189999999999998,0,0.9165,0,767.4449999999999,-359,,33011.85011355,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,307318.0,11181.3,0.0,296136.7,20241007002652,20241015130520,20241007002652.20241015130520,20241007002652.20241015130520
Alouette Spirit,23.0,24,Firm,Alouette,Oct,11.72,11.72,2024-10-15 13:05:20.715,2024-10-27 06:17:50.174,1,1,"Alouette,Aluminum,Sept Iles,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Toledo,,,,Sept-Iles__-Toledo___,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Toledo___,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Toledo",35.76,0,2.15,0,951.13,-475.57,57004,36.12,0,2.5447053690843306,0,960.64,-480.33,,58942.136,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,415379.99999999994,29264.111744469803,0.0,386115.88825553015,20241015130520,20241027061750,20241015130520.20241027061750,20241015130520.20241027061750
Alouette Spirit,24.0,25,Firm,ADM Split,Nov,4.46,9.2,2024-10-27 06:17:50.174,2024-11-05 11:04:45.973,2,2,"ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Calcium/Grain,6200.0,12200.0,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",Alouette Spirit,ADM/Trillium,Grain/Calcium Split,COA,Windsor,Courtright,,Cornwall,SIllery,,,Windsor_Courtright_-Cornwall_SIllery__,Alouette Spirit*ADM/Trillium*Grain/Calcium Split*Windsor_Courtright_-Cornwall_SIllery__,"Alouette Spirit,ADM Split,Calcium/Grain,Windsor,Courtright,Cornwall,Sillery",24.740000000000002,0,0.9165,0,737.9,-624.38,39185,25.63,0,0.9165,0,793.63,-396.82,,40517.29,0.8,Litres-based & Tonnage-based,2.6,55000,Multiple,Multiple,,YES,312686.0,11181.3,0.0,301504.7,20241027061750,20241105110445,20241027061750.20241105110445,20241027061750.20241105110445
Alouette Spirit,25.0,26,Firm,Alouette,Nov,10.34,10.34,2024-11-05 11:04:45.973,2024-11-15 19:10:14.809,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20241105110445,20241115191014,20241105110445.20241115191014,20241105110445.20241115191014
Alouette Spirit,26.0,27,Firm,ADM,Nov,7.01,7.01,2024-11-15 19:10:14.809,2024-11-22 19:22:36.343,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20241115191014,20241122192236,20241115191014.20241122192236,20241115191014.20241122192236
Alouette Spirit,27.0,28,Firm,Alouette,Nov,8.19,10.43,2024-11-22 19:22:36.343,2024-12-03 05:42:40.232,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20241122192236,20241203054240,20241122192236.20241203054240,20241122192236.20241203054240
Alouette Spirit,28.0,29,Firm,ADM,Dec,7.19,7.19,2024-12-03 05:42:40.232,2024-12-10 10:20:52.631,1,1,"ADM,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,ADM,Grain,Windsor,Sillery",Alouette Spirit,ADM,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*ADM*Grain*Windsor__-Sillery___,"Alouette Spirit,ADM,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-624.38,29710,21.93,0,0,0,770.37,-385.18,,30720.14,0.725,Tonnage-based,5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,135966.0,0.0,0.0,135966.0,20241203054240,20241210102052,20241203054240.20241210102052,20241203054240.20241210102052
Alouette Spirit,29.0,30,Firm,Alouette,Dec,10.67,10.67,2024-12-10 10:20:52.631,2024-12-21 02:22:34.803,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,11500.0,11500.0,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Alouette Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Alouette Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Alouette Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,53046,35.17,0,2.5447053690843306,0,960.64,-480.33,,54849.564,0.7,Litres-based,0,92000,Simple - litres * price diff,Actual fuel price paid,,YES,404455.0,29264.111744469803,0.0,375190.8882555302,20241210102052,20241221022234,20241210102052.20241221022234,20241210102052.20241221022234
Alouette Spirit,30.0,31,Tentative,Sollio,Dec,7.19,7.19,2024-12-21 02:22:34.803,2024-12-28 07:00:47.202,1,1,"Sollio,Grain,Windsor,Sillery",Grain,6200.0,6200.0,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",Alouette Spirit,Sollio,Grain,COA,Windsor,,,Sillery,,,,Windsor__-Sillery___,Alouette Spirit*Sollio*Grain*Windsor__-Sillery___,"Alouette Spirit,Sollio,Grain,Windsor,Sillery",21.01,0,0,0,737.9,-368.95,27651.53,21.93,0,0,0,770.37,-385.18,,28591.68202,0.725,Tonnage-based,3.1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Windsor,,YES,135966.0,0.0,0.0,135966.0,20241221022234,20241228070047,20241221022234.20241228070047,20241221022234.20241228070047
